mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.15189652442932128,0.020272157408352292,0.25542750358581545,0.05835915404647544,1,1,"{'n_neighbors': 1, 'p': 1}",-402.85934422430773,-424.5028386050284,-404.81853997682504,-419.3203939745075,-430.2954808806489,-416.35931953226356,10.814253408644246,59,-0.3828394310709423,-0.2638973378523218,-0.2766641561902555,-0.4010196396500782,-0.3726319448467644,-0.33941050192207245,0.05731450751620621
0.145953369140625,0.04085210893663019,0.3556450366973877,0.15530564076083103,1,2,"{'n_neighbors': 1, 'p': 2}",-442.93731896651605,-457.8291043911482,-437.57114716106605,-444.70869061413674,-456.9457705677868,-447.9984063401308,8.023247718240041,60,-0.3828394310709423,-0.2638973378523218,-0.2766641561902555,-0.4010196396500782,-0.3726319448467644,-0.33941050192207245,0.05731450751620621
0.12714037895202637,0.006168742171686064,0.32913775444030763,0.06410172292933798,2,1,"{'n_neighbors': 2, 'p': 1}",-377.01923299733517,-392.09877186884484,-375.05724217844727,-382.6653534183082,-391.3208574739282,-383.6322915873728,7.056831009058339,39,-209.00359201645375,-208.0834564468005,-209.65689994785933,-208.16317131104802,-208.55453044435433,-208.6923300333032,0.5825811302497699
0.14173216819763185,0.04183827243651131,0.3633376121520996,0.05873554292892166,2,2,"{'n_neighbors': 2, 'p': 2}",-406.37006140655774,-424.03203568532035,-400.15417149478566,-411.235573580533,-416.78487833140207,-411.71534409971974,8.244561938186651,58,-224.8896613655456,-224.5704933229049,-225.45216094084932,-226.1626499044088,-224.7476536701234,-225.16452384076644,0.5798608653588548
0.13874468803405762,0.011317061838480216,0.3626582622528076,0.04818730491922913,3,1,"{'n_neighbors': 3, 'p': 1}",-362.17058664503924,-376.7788205306453,-369.7163769795288,-364.452336809579,-372.7264580919274,-369.16891581134394,5.330838569033873,28,-257.36718712281413,-253.44575765476088,-255.74908753838133,-256.6687233261881,-253.48411640886005,-255.3429744102009,1.6170812999535948
0.12955117225646973,0.013540620518977413,0.4144299983978271,0.017859943509561684,3,2,"{'n_neighbors': 3, 'p': 2}",-390.188390684741,-408.78098327733363,-387.3118578601776,-394.5685592893009,-403.546156817304,-396.8791895857715,8.09618161593958,57,-276.8825159564709,-274.94758745884144,-275.79206496340504,-277.04477338122547,-273.4487959368905,-275.62314753936664,1.3281376625917958
0.14080209732055665,0.010474119712472146,0.4340962409973145,0.03479038230010115,4,1,"{'n_neighbors': 4, 'p': 1}",-357.65400880546866,-370.24478623566216,-357.79507531865585,-354.74426419466977,-368.1393684820394,-361.71550060729913,6.2366397847440185,22,-278.4254004808667,-276.51983575215087,-275.4193557731302,-277.89931058455477,-273.07717542436706,-276.26821560301386,1.9120946926355409
0.13986797332763673,0.014541482846061275,0.5035368442535401,0.045422835485621114,4,2,"{'n_neighbors': 4, 'p': 2}",-384.42130112385587,-403.64140887498553,-380.01425260718423,-386.44023754345307,-395.4262746234067,-389.9886949545771,8.4739694860645,51,-300.9866168419223,-299.05031719822716,-300.11992352702623,-299.1592969700481,-295.5238326284688,-298.9679974331385,1.8605053776632534
0.1372455596923828,0.007535290258483154,0.5057432174682617,0.0343670001531156,5,1,"{'n_neighbors': 5, 'p': 1}",-349.1692503765496,-365.28671069400997,-351.7606720741599,-350.50776361529546,-366.3179374275782,-356.6084668375187,7.558404209863437,16,-291.04419918310595,-286.81467512528604,-289.60855106888357,-290.06793349168646,-285.51081049765367,-288.60923387332315,2.091705715862211
0.13394737243652344,0.00455146104366114,0.5650797843933105,0.02841239339704296,5,2,"{'n_neighbors': 5, 'p': 2}",-381.00713706407146,-402.8835129185494,-378.72032444959444,-382.2084356894554,-390.1673464658169,-386.9973513174975,8.828868026214318,45,-314.6535384258857,-310.55471162480814,-314.1749840681304,-314.2804935982852,-311.1304038004751,-312.9588263035169,1.7447515331534302
0.1263719081878662,0.009257164455830786,0.49813103675842285,0.046254814101256744,6,1,"{'n_neighbors': 6, 'p': 1}",-348.1144904028116,-365.36052214884324,-347.84768250289693,-347.2319235225956,-361.5973348783314,-354.0303906910957,7.811189868196712,12,-298.7470911425895,-295.74483647634776,-297.9125436919452,-298.5320954753491,-294.6162109186413,-297.1105555409746,1.6388504027592052
0.12828550338745118,0.012357020832210772,0.5620912551879883,0.0734004461733204,6,2,"{'n_neighbors': 6, 'p': 2}",-378.103406326034,-398.64656470860854,-376.3279258400927,-381.4448435689455,-390.84057551178057,-385.0726631910923,8.43470998607943,42,-325.35307493989166,-320.6299933373889,-323.7171706930846,-324.63752582894006,-322.6368113087306,-323.39491522160716,1.6554053135841502
0.12692670822143554,0.015337285160809096,0.4710680484771729,0.03713165719297051,7,1,"{'n_neighbors': 7, 'p': 1}",-345.7786550143172,-362.7853253223431,-345.10046349942064,-344.5457871213375,-361.8744909783148,-352.0169443871466,8.43446982118546,7,-305.96394741089273,-302.3607452192661,-304.9627525304775,-305.9684838653612,-302.20978754748523,-304.2931433146965,1.6805512454204892
0.12157187461853028,0.003335678973776269,0.5341644287109375,0.02094242843504439,7,2,"{'n_neighbors': 7, 'p': 2}",-378.6395550921098,-397.19837131933065,-375.6314351928488,-379.3507035259063,-389.76424433040887,-384.1168618921209,8.096152653210858,40,-332.275190670689,-327.6029497572906,-331.9013424151887,-330.7373807178859,-331.1042854659968,-330.72422980541023,1.6539696546284188
0.11936435699462891,0.008418938589375903,0.47864413261413574,0.01888182288412934,8,1,"{'n_neighbors': 8, 'p': 1}",-345.66976595991196,-362.53426601784264,-344.6240005793743,-344.38893395133255,-361.3252896871379,-351.7084512391199,8.365552483086812,6,-311.6950841516758,-307.54885794154285,-310.4053176235444,-311.1276323793523,-306.5644299287411,-309.46826440497136,2.0350269202320974
0.12230243682861328,0.007905134476887439,0.5705208778381348,0.012268513098418792,8,2,"{'n_neighbors': 8, 'p': 2}",-377.59788842544316,-396.53849496002783,-374.6445973348783,-378.62523174971034,-387.90233198146,-383.061708890304,8.067698867799393,38,-338.4014223226442,-334.2734494945106,-337.13900918255024,-336.09185446961357,-336.2479542031169,-336.4307379344871,1.3555360878289826
0.11279425621032715,0.006966899962882952,0.5111550331115723,0.013101049809794391,9,1,"{'n_neighbors': 9, 'p': 1}",-346.06349206349205,-363.1452258654205,-344.6799021501223,-342.83987382515767,-359.72074159907305,-351.2898471006531,8.414727509309843,2,-316.3031584639301,-311.80725419953717,-315.8754964628031,-315.0794984196873,-310.7136254497937,-313.95580659915026,2.262121538572357
0.11879172325134277,0.0029809412250240822,0.6168591499328613,0.03382719484741443,9,2,"{'n_neighbors': 9, 'p': 2}",-376.2041864596609,-395.3688641717839,-373.4003089996138,-377.99432213209735,-388.38058452426935,-382.26965325748506,8.278483179864512,35,-343.8074859425342,-338.3283283283283,-341.8478393810066,-341.0187609833344,-341.10072481959975,-341.22062789096066,1.7610083808520627
0.12696170806884766,0.017300979254878866,0.5377267360687256,0.021228003919822894,10,1,"{'n_neighbors': 10, 'p': 1}",-344.9778009500638,-364.13838489166955,-344.7544959443801,-342.46902665121667,-359.25893395133255,-351.1197284777325,8.818233174686323,1,-320.1539063178935,-314.9195243474986,-318.6973234459185,-319.036692543885,-314.6620966340305,-317.4939086578453,2.260557043660705
